text,region
"I already follow, she’s Greattttt!",houston
Fall Opener! We are exited to open up our fall season and host our friends from  &amp;  this Saturday (11/3) at King HS. MLK v. VP 9:00am. VP v. Etiwanda 11:30am. Etiwanda v. MLK 2:30pm.,los angeles
"She’s hysterical and we’re like “yooo calm down someone is just fucking with you!!” So then my dad goes, “Taylor admit you did it!” And I was like I DIDNT IT WAS JORDAN and Jordan is like No DAD ITS YOU. 

This is us for a straight four hours ",washington
"If she's biologically a woman, she still a woman because her dick is just a even bigger clit just without the lips ",oklahoma city
Damn well I’m gonna give out baby carrots cause ya gotta eat your veggies kids😁 #trickortreat ,tampa
Show tonight with  and tour tomorrow w/  and on this run we have friends coming along and I get to hang with my fav  this is a good week ✌🏼❤️,new york
I TURNED IT ON.,denver
"Nah bro, that’s straight dedication💯",las vegas
That’s all the seniors in the picture,seattle
U already know #DootDootDoot,chicago
Idk why all the bums sit outside of McDonald’s...if I’m eating there I for sure don’t have a dollar to give you,seattle
Pray for me please 🙏,las vegas
"Getting my #Jazz groove on today with Josh Evans and waiting for  ""New Jawn"" to arrive and join the collection.  ",new york
That’s awesome. How long did it take?,nashville
"My next door neighbor brought me a letter to read: it was his green card approval. He was so happy! Good people, good neighbors, good citizens!",san francisco
I can't stand her or Kellyanne.,washington
“You need to don’t” - my mother,oklahoma city
Texas Roadhouse rolls are the GOAT,phoenix
"“I don’t look stupid i am stupid, stupid” wœw bitch chill 😂",los angeles
coming later today,washington
The engagement ring Nick Jonas gave to Priyanka is one of my horcruxes,new york
Not Halloween related just adorable in general. ,tampa
👻 🧝🏻‍♀️ 🎃 🧞‍♂️ Happy Halloween 🧚🏻‍♀️🧜🏻‍♀️🧛‍♀️🧟‍♀️ em Disney's Magic Kingdom ,tampa
This 👇 is racism.,oklahoma city
Construction on #I676 NB at North of Exit 4 - Atlantic Ave ,new york
"Please stop! Please get some help!     Come On Man! Dean, you can't allow BC Law School to be embarrassed by this disturbed immature dribble &amp; calls for   to be abolished?",oklahoma city
"Sweetwater Division Manager Jonathan Mills would like to congratulate  John Szilagyi on his promotion to Aldine Business Manager!!     
#weareups    ",houston
Moe Wagner finally !!! #LakeShow,new york
I’ve never really dressed up for Halloween since I was a kid so the whole jim from the office line of costumes is perfect for me 😂,san francisco
"Looking for someone to watch my dog over thanksgiving break! She’s a bit weird with some dogs at first, but she’s really sweet and really well behaved! I’ll pay you :)",cincinnati
Y’all on ig posting them weak ass costumes time to delete the app,washington
She cornered me!!,cincinnati
Ew why is it still Halloween,new york
Blessings 5 days before my birthday.,houston
Yeah.  You think Arby’s is fine cuisine.  Your opinion stinks.  Almond snickers forever,toronto
That young!!! Well spreading free &amp; hate does that to people of all ages,new york
Sometimes it takes a twist of fate to bring you to your soulmate. 💞 Our new Twisted Band Solitaire Engagement Ring is a slightly modern take on the classic solitaire engagement ring. 💍 via  #EngagementRing #engaged #WeddingWednesday,new york
I’m sick of paying someone to do my nails when I know I can do them better I just don’t have materials,new york
This one and the wine stomping episode are my favorites. LUCY!,tampa
I’m sick of this. TBH,cincinnati
She’s in collage now leave her alone,houston
All that FAKE love need to stay the FUCK from around me. Period.,washington
Mine said A Wonder Person. I guess it’s a wonder I even get out of bed!,minneapolis
"Plz tell your parents that using fabuloso is non effective, use Lysol instead!! #microbiology",houston
Enough about me . But I was treated very nicely amongst the grieving community,new york
"It's optional on 4th, but many many counties are opting to be open on 4th",tampa
You better belieb I’m about to hop on this scooter and ride out to your girl’s house @ Justin Bieber ᅝッMan Stuff ,new york
"We turn up, mobbin' 'til the end of time
Only one who gets me, I'm a crazy fuckin' Gemini
Remember this for when I die",pittsburgh
Can we get  at  tho?,new york
Why tf is the E5 parking lot shut down and there’s like so many cops !?,los angeles
That should be framed,new york
Reminder as Harry Reid tries to clean up his remarks about the 14 Amendment - he said lying was ok because it works.,houston
Man i cant even go out cause I close 😩,san francisco
It’s not my fault I’m a rapper,cincinnati
Zennas veggie soup for the win,oklahoma city
I got u slime cause u gots to see this ,albuquerque
Thanks for the stereotype.  I'll let my family know I'm radicalized.,cincinnati
I’m throwing candy corn at whoever made that BS,los angeles
Check this out packer fans 🤷🏽‍♂️ ,houston
"Well, she’s never made good choices with men!😂😂Just sayin’.  Ride the Red Wave MAGA👊🇺🇸",tampa
😭😭 best costumes I’ve seen all day ❣️,san francisco
I was like hey! That’s little ayda boo,chicago
AND UH HAPPY FUCKIN HALLOWEEEEEEEN,los angeles
We love Okta at Ivanti! Come see us in booth #370. 🎃,denver
And no snickers? This is worse than the preseason coaches poll,nashville
Me n my girl are like vegeta and bulma,new york
"So you admit you’ve been ignoring the homeless until now? If the only thing that changed was a new law, you’re really not an advocate for them now.",washington
"Severe Thunderstorm Warning including Doña Ana NM, Fairacres NM until 1:15 PM MDT ",phoenix
"Ben and Jerrys has always supported anti 2A groups, I can proudly say I have never bought their ice cream.",tampa
"I'm ready to smash on some Chick-fil-A , braums, and some god damn taco truck. Fucking tacos man that's all I missed was fucking tacos real ass tacos served out of a truck where you have to order in Spanish. And video games lol I just fucking missed America",san francisco
"Baby b the #bumblebee 🐝
.
.
.
#brennenmiles #bme #babybee 
#DIY #halloween2018🎃 @ Nashville, Tennessee ",nashville
He always #Good in the #Hood! #NorthPhilly  #Push #🚀 wearing artifak by #TheArtreprenur #🎨🖌💰 #OneOfOne #Wearable #Art #DollarSign  #Tshirt Available soon … ,new york
Zoinks! Happy Halloween from the #RMU Library and Velma from Scooby-Doo. ,pittsburgh
"Severe Thunderstorm Warning including Doña Ana NM, Fairacres NM until 1:15 PM MDT ",albuquerque
"Startling new research finds large buildup of heat in the oceans. The higher-than-expected amount of heat in the oceans means more heat is being retained within the Earth’s climate system each year, rather than escaping into space. 
",montreal
When  RT porn on the TL ,washington
I won’t seek the attention you do. Especially when I know we’re both going through hell.,houston
That #Volvo tho 😍🚗 ,charlotte
"When you borrow your fiancés scarf for the day.... it’s mine now! 

Happy Halloween! 

Jacket:  

Scarf:  

#ootd #wiwt #ootdfashion #happyhalloween… ",charlotte
"You better live that shit you rapping, you better keep it on ya",houston
This music gangsta boi me need mixtape for bobsled. Boooyah,tampa
my fault 😓,new york
2 years sober babes  congrats! Keep it going! 💕,houston
You speak the trurh!!,oklahoma city
Coffee me immediately ❗️,chicago
"#DrHarley 
Always eat bananas, they’re a good source of potassium 🍌...  
used to quote this on the daily!",chicago
"Except nationally, unlike 2014, purchase application data has been positive on a YoY basis, except for 3 reports which were roughly flat. In 2014, this index was down on trend -20% on a YoY basis ",los angeles
Oh shit today halloween? 🤣,charlotte
scream and clair witch ever since u forced me to watch them in 7th grade 🎃,pittsburgh
So this lady proceeds to take off the tabs on my left hand and leaves my right hand as is. So then she tried to add acrylic to my right hand to make them longer to match my left hand....two other ladies come over and try to help but there’s really no helping.,oklahoma city
THEY SAID BIG SOULJA AINT FROM THE HOOD,san francisco
"Post Malone’s Pube hair beard and mustache looks like it would smell of BO, Cheetos and weed",charlotte
I literally forgot I’m still taking Econ because I’ve been maybe 10 times this semester,minneapolis
"Laura Kelly is the best candidate to vote for on November 6th. Kansans, please remember to go vote!!",oklahoma city
Happy Halloween! 👻🎃 #malalunafest #diadelosmuertos #halloween #sanantonio #calaveras @ Nelson W. Wolff Municipal Stadium ,houston
we need phantasy star online for the switch in America,oklahoma city
gonna start halloween makeup soooooooooon. ,toronto
Wrote you back 🖤,tampa
I wish my brother lived closer or vice versa because I would never need to look around for someone to go to the gym with me.,los angeles
Chess vs Twork  via,new york
